word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
abkhazians,"æb'kei,zi:ən",n. a member of the Circassian people who live to the east of the Black Sea\nn. a Circassian language spoken by the Abkhaz,a. 阿布哈西亚的\nn. 阿布哈西亚语；阿布哈西亚人,,,,,0,0,0:abkhazian/1:s,,
ablating,,v wear away through erosion or vaporization\nv remove an organ or bodily structure,a. 烧蚀的,,,,,0,0,1:i/0:ablate,,
ablations,,plural of ablation\nn. surgical removal of a body part or tissue\nn. the erosive process that reduces the size of glaciers,"(ablation 的复数) n. 腐蚀, 切除, 烧蚀\n[化] 烧蚀",,,,,0,0,0:ablation/1:s,,
able,'eibl,a. (usually followed by `to') having the necessary means or skill or know-how or authority to do something\ns. have the skills and qualifications to do things well\ns. having inherent physical or mental ability or capacity\ns. having a strong healthy body,"a. 能干的, 能够的",,5,1,zk gk,295,385,,,
abled,'eibld,,"a. [前面往往带副词] (体格)强壮的, 身体(或体格)健全的；无残疾的",,,,,0,0,p:abled/0:abled/1:p,,
abler,,a. comp. of Able.\na. superl. of Able.,n. 阿伯勒（男子名）,,,,,0,0,0:abl/1:r,,
ablest,ˈeɪblɪst,a. (usually followed by `to') having the necessary means or skill or know-how or authority to do something\ns. have the skills and qualifications to do things well\ns. having inherent physical or mental ability or capacity,a. 能够…的( able的最高级 ); 得以…的; 有才干的; 有本事的,,,,,0,0,0:abl/1:t,,
ablutions,,n the ritual washing of a priest's hands or of sacred vessels,n. 沐浴,,,,,0,0,0:ablution/1:s,,
abnegating,'æbnɪgeɪt,p. pr. & vb. n. of Abnegate,vt. 放弃；舍弃；禁忌,,,,,0,0,1:i/0:abnegate,,
abnormalities,",æbnɔ:'mælitiz",pl.  of Abnormality,n. 畸形；异常情况（abnormality的复数形式）,,,,,0,0,0:abnormality/1:s,,
abnormals,,plural of abnormal\na. not normal; not typical or usual or regular or conforming to a norm\na. departing from the normal in e.g. intelligence and development\ns. much greater than the normal,"(abnormal 的复数) a. 反常的, 不规则的, 变态的, 畸形的\nn. 畸形的人",,,,,0,0,0:abnormal/1:s,,
aboard,ә'bɒ:d,"r. on a ship, train, plane or other vehicle\nr. on first or second or third base\nr. side by side\nr. part of a group","adv. 在船上, 在火车上, 在飞机上\nprep. 在...之上",,2,,gk cet4 ky toefl,7625,4984,,,
abode,ә'bәud,n any address at which you dwell more than temporarily\nn housing that someone is living in\nv dwell\nv put up with something or somebody unpleasant,"n. 住所, 住处\nabide的过去式和过去分词",,,,,14966,19221,1:pd/0:abide/s:abodes,,
abodes,əˈbəʊdz,n. any address at which you dwell more than temporarily\nn. housing that someone is living in,n. 住所( abode的复数形式 ); 公寓; <古>（在某地的）暂住; 逗留,,,,,0,0,0:abode/1:s,,
abolishing,ə'bɒlɪʃ,p. pr. & vb. n. of Abolish,"vt. 废除, 废止；取消, 革除",,,,,0,0,0:abolish/1:i/i:abolishing,,
abolitionists,ˌæbəˈlɪʃɵnɪsts,n. a reformer who favors abolishing slavery,"n. 废除主义者, 废奴主义者( abolitionist的复数形式 )",,,,,0,0,0:abolitionist/1:s,,
abominating,ə'bɒmɪneɪt,p. pr. & vb. n. of Abominate,vt. 痛恨；憎恶,,,,,0,0,1:i/0:abominate,,
abominations,əˌbɔməˈneɪʃənz,n. a person who is loathsome or disgusting\nn. hate coupled with disgust\nn. an action that is vicious or vile; an action that arouses disgust or abhorrence,n. 嫌恶( abomination的复数形式 ); 深恶痛绝; 令人憎恶的人或事物; 可憎恶的或卑劣的习惯或行为,,,,,0,0,0:abomination/1:s,,
Aboriginals,,n a dark-skinned member of a race of people living in Australia when Europeans arrived\nn an indigenous person who was born in a particular place,n. 土著居民（aboriginal复数）,,,,,47953,0,0:aboriginal/1:s,,
aborigines,.æbә'ridʒini:z,n an indigenous person who was born in a particular place\nn a dark-skinned member of a race of people living in Australia when Europeans arrived,"n. 土著居民, 土生动(植)物群",,,,,0,0,0:aborigine/1:s,,
abort,ә'bɒ:t,"n. the act of terminating a project or procedure before it is completed\nv. terminate before completion\nv. cease development, die, and be aborted\nv. terminate a pregnancy by undergoing an abortion","vi. 流产, 中途失败\nvt. 使流产, 使失败, 使中止",,1,,toefl ielts,13979,12402,d:aborted/p:aborted/i:aborting/3:aborts,,
aborted,ә'bɒ:tid,"v terminate before completion\nv cease development, die, and be aborted\nv terminate a pregnancy by undergoing an abortion","a. 流产的, 中途失败的",,,,,32887,19690,0:abort/1:dp/p:aborted,,
abortifacients,,plural of abortifacient\nn. a drug (or other chemical agent) that causes abortion\ns. causing abortion,(abortifacient 的复数) n. 堕胎药\na. 堕胎的,,,,,0,0,0:abortifacient/1:s,,
aborting,,"v terminate before completion\nv cease development, die, and be aborted\nv terminate a pregnancy by undergoing an abortion",[计] 异常终止,,,,,0,0,0:abort/1:i,,
abortion,ә'bɒ:ʃәn,n. termination of pregnancy,"n. 流产, 堕胎, 失败, 夭折, 中止\n[医] 流产, 小产; 顿挫",,3,,gk ielts,4341,1969,s:abortions,,
abortionists,,n. a person (who should be a doctor) who terminates pregnancies,"n. 有权流产主义者, （尤指非法）体认堕胎者( abortionist的复数形式 )",,,,,0,0,0:abortionist/1:s,,
abortions,ə'bɔ:ʃnz,n. termination of pregnancy\nn. failure of a plan,n. 小产( abortion的复数形式 ); 小产胎儿; （计划）等中止或夭折; <生>败育,,,,,0,0,0:abortion/1:s,,
aborts,əˈbɔ:ts,"n the act of terminating a project or procedure before it is completed\nv terminate before completion\nv cease development, die, and be aborted\nv terminate a pregnancy by undergoing an abortion",v. （使）流产( abort的第三人称单数 ); （使）（某事物）中止; （因故障等而）（使）（飞机、宇宙飞船、导弹等）中断飞行; （使）（飞行任务等）中途失败,,,,,0,0,0:abort/1:3,,
Abos,,plural of ABO\nn a dark-skinned member of a race of people living in Australia when Europeans arrived,(ABO 的复数) [医] ABO分型法(血型),,,,,0,0,0:abo/1:s,,
abounding,,s. existing in abundance,a. 大量的；丰富的,,,,,0,0,0:abound/1:i/i:abounding,,
about,ә'baut,s. on the move\nr. all around or on all sides\nr. in the area or vicinity\nr. used of movement to or among many different places or in no particular direction,"prep. 在...周围, 大约, 有关, 关于\nadv. 大约, 四处, 在附近, 周围",,5,1,zk gk,63,46,,,
about-turns,,,"n. 向后转, 大改变向后转, 作大改变( about-turn的复数形式 )",,,,,0,0,0:about-turn/1:s,,
above,ә'bʌv,n. an earlier section of a written text\ns. appearing earlier in the same text\nr. at an earlier place\nr. in or to a place that is higher,"prep. 在上方, 超出\nadv. 在上面\na. 上述的, 上面的",,4,1,zk gk,733,893,,,
abracadabra,.æbrәkә'dæbrә,n. gibberish and nonsense,"n. 咒语, 胡言乱语",,,,,0,38256,,,
abrading,,v wear away\nv rub hard or scrub,[化] 研磨,,,,,0,0,0:abrade/1:i,,
abraham,"'eibrәhæm, -hәm","n. the first of the Old Testament patriarchs and the father of Isaac; according to Genesis, God promised to give Abraham's family (the Hebrews) the land of Canaan (the Promised Land); God tested Abraham by asking him to sacrifice his son",n. 亚伯拉罕（男子名）,,,,,9098,0,,,
abrasions,əb'reɪʒnz,n. an abraded area where the skin is torn or worn off\nn. erosion by friction\nn. the wearing down of rock particles by friction due to water or wind or ice,n. 磨损( abrasion的复数形式 ); 擦伤处; <喻>摩擦; <地质>磨蚀（作用）,,,,,0,0,0:abrasion/1:s,,
abrasive,ә'breisiv,n. a substance that abrades or wears down\ns. causing abrasion,n. 研磨料\na. 有研磨作用的,,1,,toefl gre,14194,16344,s:abrasives,,
abrasives,əb'reɪsɪvz,n. a substance that abrades or wears down,"n. （研）磨料, 磨蚀剂( abrasive的复数形式 ); <地质>磨蚀岩屑",,,,,0,0,0:abrasive/1:s,,
abreacting,æbriˈæktɪŋ,v discharge bad feelings or tension through verbalization,"v. 使消散, 发泄（情绪）( abreact的现在分词 )",,,,,0,0,1:i/0:abreact,,
abri,ɑ:'bri,,"n. 避难所, 防空洞",,,,,0,0,s:abri/0:abri/1:s,,
abridgements,,plural of abridgement\nn a shortened version of a written work,"(abridgement 的复数) n. 节本, 节略, (权利/自由的)剥夺\n[计] 节略, 缩写",,,,,0,0,0:abridgement/1:s,,
abridging,ə'brɪdʒ,p. pr. & vb. n. of Abridge,vt. 删节；缩短；节略,,,,,0,0,0:abridge/1:i,,
abridgments,,plural of abridgment\nn a shortened version of a written work,"(abridgment 的复数) n. 删节, 删节本, 缩短, 限制",,,,,0,0,0:abridgment/1:s,,
abroad,ә'brɒ:d,s. in a foreign country\nr. to or in a foreign country,"adv. 往国外, 到室外, 到处\na. 往国外的, 在室外的, 广泛四散的",,3,1,zk gk toefl,2243,3363,,,
abrogating,'æbrəgeɪt,p. pr. & vb. n. of Abrogate,vt. 废除；取消,,,,,0,0,0:abrogate/1:i,,
abrogations,,plural of abrogation\nn. the act of abrogating; an official or legal cancellation,"(abrogation 的复数) n. 废除, 取消\n[经] 废除, 取消",,,,,0,0,0:abrogation/1:s,,
ABS,,n any of a class of composite plastics used to make car bodies and cases for computers and other appliances\nn a bachelor's degree in arts and sciences\nn the eleventh month of the civil year; the fifth month of the ecclesiastical year in the Jewish calendar (in July and August)\nn the muscles of the abdomen\nn the blood group whose red cells carry both the A and B antigens,"[计] 绝对, 美国标准局",,,,,27446,9730,,,
abscesses,,pl.  of Abscess,n. [外科] 脓肿（abscess的复数）\nv. 形成脓肿（abscess的三单形式）,,,,,0,0,0:abscess/1:s,,
abscising,æbˈsaizɪŋ,v shed flowers and leaves and fruit following formation of a scar tissue\nv remove or separate by abscission,"v. 切除被切除, 脱离( abscise的现在分词 )",,,,,0,0,1:i/0:abscise,,
absconders,,plural of absconder\nn a fugitive who runs away and hides to avoid arrest or prosecution,"(absconder 的复数) [法] 潜逃者, 逃亡者",,,,,0,0,0:absconder/1:s,,
absconding,əb'skɔndiŋ,p. pr. & vb. n. of Abscond,"n. 弃保潜逃\nv. 潜逃, 逃匿（abscond的现在分词形式）",,,,,0,0,0:abscond/1:i/i:absconding/s:abscondings,,
abscondings,,plural of absconding\np. pr. & vb. n. of Abscond,"(absconding 的复数) n. 弃保潜逃\nv. 潜逃, 逃匿（abscond的现在分词形式）",,,,,0,0,0:absconding/1:s,,
abseilers,,plural of abseiler,(abseiler 的复数) n. 沿绳滑下法 (abseil的变形),,,,,0,0,0:abseiler/1:s,,
abseiling,æb'si:lɪŋ,v lower oneself with a rope coiled around the body from a mountainside,v. （登山运动中的）沿绳滑下法( abseil的现在分词 ),,,,,0,0,0:abseil/1:i/i:abseiling,,
abseilling,,-ing form of abseil\nn (mountaineering) a descent of a vertical cliff or wall made by using a doubled rope that is fixed to a higher point and wrapped around the body\nv lower oneself with a rope coiled around the body from a mountainside,(abseil 的现在分词) n.(登山运动中的)沿绳滑下法,,,,,0,0,0:abseil/1:i,,
absence,'æbsәns,"n. the state of being absent\nn. failure to be present\nn. the time interval during which something or somebody is away\nn. the occurrence of an abrupt, transient loss or impairment of consciousness (which is not subsequently remembered), sometimes with light twitching, fluttering eyelids, etc.; common in petit mal epilepsy","n. 缺席, 缺乏, 没有\n[医] 失神",,3,1,gk cet4 cet6 ky toefl,1585,2524,s:absences,,
absences,ˈæbsənsiz,n. the state of being absent\nn. failure to be present\nn. the time interval during which something or somebody is away,n. 缺席( absence的复数形式 ); 离开; 不在场的次数或时间; 缺乏,,,,,0,0,0:absence/1:s,,
absentees,ˌæbsənˈti:z,n. one that is absent or not in residence,n. 缺席者( absentee的复数形式 ); 缺勤者; 在外地主; 外住者,,,,,0,0,0:absentee/1:s,,
absenting,ˈæbsəntɪŋ,v go away or leave,"v. 缺席, 不参加, 不在( absent的现在分词 )",,,,,0,0,0:absent/1:i,,
absolute,'æbsәlu:t,n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative\na. perfect or complete or pure\ns. complete and without restriction or qualification; sometimes used informally as intensifiers\ns. not limited by law,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物",,3,1,gk cet4 cet6 ky toefl gre,2420,3165,s:absolutes,,
absolutely,'æbsәlu:tli,r. completely and without qualification; used informally as intensifiers\nr. totally and definitely; without question,"adv. 完全地, 绝对地, 确确实实地",,4,1,cet4 toefl,1619,1149,,,
absolutes,ˈæbsəlju:ts,n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative,n. 绝对真理（指思想或原理）( absolute的复数形式 ),,,,,0,0,0:absolute/1:s,,
absolutisms,,plural of absolutism\nn. dominance through threat of punishment and violence\nn. the principle of complete and unrestricted power in government\nn. the doctrine of an absolute being,"(absolutism 的复数) n. 专制主义, 专制政体论, 绝对主义\n[法] 专制主义, 专制政治论, 绝对主义",,,,,0,0,0:absolutism/1:s,,
absolutists,,plural of absolutist\nn. one who advocates absolutism\na. pertaining to the principle of totalitarianism,"(absolutist 的复数) n. 专制主义者, 专制政体者, 绝对主义者",,,,,0,0,0:absolutist/1:s,,
absolutized,,past participle of absolutize,"(absolutize 的过去分词) v.使...绝对化, 使...变成绝对的",,,,,0,0,0:absolutize/1:d,,
absolving,əb'zɒlv,p. pr. & vb. n. of Absolve,vt. 免除；赦免；宣告…无罪,,,,,0,0,0:absolve/1:i,,
absorb,әb'sɒ:b,"v. become imbued\nv. take up mentally\nv. take up, as of debts or payments\nv. take in, also metaphorically","vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担\n[医] 吸收",,2,1,gk cet4 cet6 ky toefl ielts gre,2879,3120,d:absorbed/p:absorbed/3:absorbs/i:absorbing,,
absorbances,,plural of absorbance\nn (physics) a measure of the extent to which a substance transmits light or other electromagnetic radiation,(absorbance 的复数) n. 吸光率\n[化] 吸光度; 吸收度,,,,,0,0,0:absorbance/1:s,,
absorbed,әb'sɒ:bd,s. retained without reflection,"a. 全神贯注的, 一心一意的\n[机] 被吸收的",,,,,19461,20864,0:absorb/1:dp/d:absorbed/p:absorbed,,
absorbents,,plural of absorbent\na. having power or capacity or tendency to absorb or soak up something (liquids or energy etc.),(absorbent 的复数) a. 能吸收的\nn. 吸收剂,,,,,0,0,0:absorbent/1:s,,
absorbers,,n. (physics) material in a nuclear reactor that absorbs radiation,[化工][电子] 吸收器\n[建] 减振器\n（核反应堆中吸收中子的）吸收料（absorber的复数）,,,,,0,0,0:absorber/1:s,,
absorbing,әb'sɒ:biŋ,s. capable of arousing and holding the attention,"a. 吸引人的, 非常有趣的\n[机] 吸收的",,1,,toefl,14174,17537,0:absorb/1:i/i:absorbing,,
absorbs,əbˈsɔ:bz,"v become imbued\nv take up mentally\nv take up, as of debts or payments\nv take in, also metaphorically\nv cause to become one with\nv suck or take up or in\nv devote (oneself) fully to\nv assimilate or take in\nv consume all of one's attention or time",v. 吸收（液体、气体等）( absorb的第三人称单数 ); 支付; 吞并; 理解,,,,,0,0,0:absorb/1:3,,
absorptions,,plural of absorption\nn. (chemistry) a process in which one substance permeates another; a fluid permeates or is dissolved by a liquid or solid\nn. (physics) the process in which incident radiated energy is retained without reflection or transmission on passing through a medium,"(absorption 的复数) n. 吸收, 专心, 全神贯注\n[化] 吸收; 吸收作用",,,,,0,0,0:absorption/1:s,,
absquatulating,,v run away; usually includes taking something or somebody along,"v. 逃走, 溜脱, 开小差( absquatulate的现在分词 )",,,,,0,0,1:i/0:absquatulate,,
abstainers,,plural of abstainer\nn. someone who practices self denial as a spiritual discipline\nn. a person who refrains from drinking intoxicating beverages,"(abstainer 的复数) n. 节制者, 弃权者",,,,,0,0,0:abstainer/1:s,,
abstaining,,p. pr. & vb. n. of Abstain,n. 弃权\nv. 自制；戒绝（abstain的ing形式）,,,,,0,0,0:abstain/1:i,,
abstentionists,,plural of abstentionist,"(abstentionist 的复数) n., adj. abstentionism的变形",,,,,0,0,0:abstentionist/1:s,,
abstentions,æbˈstenʃənz,n. the trait of abstaining (especially from alcohol),n. 戒除( abstention的复数形式 ); 避免; 弃权; 戒绝者,,,,,0,0,0:abstention/1:s,,
abstinences,,plural of abstinence\nn. the trait of abstaining (especially from alcohol)\nn. act or practice of refraining from indulging an appetite,"(abstinence 的复数) n. 节制, 禁欲, 戒酒\n[医] 节制, 禁戒(如禁酒,节欲)",,,,,0,0,0:abstinence/1:s,,
abstract,'æbstrækt,v. consider a concept without thinking of a specific example; consider abstractly or theoretically\nv. consider apart from a particular case or instance\nv. give an abstract (of)\na. existing only in the mind; separated from embodiment,"a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化\n[计] 摘录; 摘要; 抽象",,2,,gk cet4 cet6 ky toefl ielts gre,3729,4007,s:abstracts/d:abstracted/i:abstracting/3:abstracts/p:abstracted,,
abstracted,æb'stræktid,v consider a concept without thinking of a specific example; consider abstractly or theoretically\nv make off with belongings of others\nv consider apart from a particular case or instance\nv give an abstract (of)\ns lost in thought; showing preoccupation,"a. 心不在焉的, 出神的, 分离出的",,,,,23427,26242,1:dp/0:abstract/d:abstracted,,
abstracting,,v consider a concept without thinking of a specific example; consider abstractly or theoretically\nv make off with belongings of others\nv consider apart from a particular case or instance\nv give an abstract (of),[计] 文摘,,,,,0,0,0:abstract/1:i/i:abstracting,,
